App,Category,Rating,Reviews,Size,Installs,Paid/Free,Price,Content Rating,Ad Supported,In App Purchases,Editors Choice
SNOW,PHOTOGRAPHY,4.2,312204.0,270.0,19970000.0,Free,0.0,Everyone,No,No,Yes
Palabras Cruz,Others,,264615.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
TracFone My Account,COMMUNICATION,3.6,20769.0,18.0,1000000.0,Free,0.0,Everyone,No,No,No
Tee and Mo Bath Time Free,FAMILY,3.6,418.0,97.0,100000.0,Free,0.0,Everyone,No,Yes,No
My Teacher - Classroom Play,FAMILY,4.0,155276.0,61.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
AP English Language: Practice Tests and Flashcards,FAMILY,4.5,19.0,54.0,5000.0,Free,0.0,Everyone,No,No,No
Easy Recipes,Others,,2707.0,89.0,100000.0,Free,0.0,Everyone,No,No,No
Kinedu: Developmental Activities and Milestones,Others,4.6,16845.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Southwest Airlines,Others,3.9,24781.0,83.0,5000000.0,Free,0.0,Everyone,No,No,No
e-DN - den digitala tidningen från Dagens Nyheter,Others,2.2,160.0,32.0,50000.0,Free,0.0,Everyone 10+,No,No,No
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,312204.0,24.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
Expense IQ Money Manager,FINANCE,4.4,21570.0,27.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
QRZ Assistant,COMMUNICATION,4.2,1044.0,35.0,100000.0,Free,0.0,Everyone,No,No,No
3G/4G Config Dz,TOOLS,4.2,2058.0,23.0,100000.0,Free,0.0,Everyone,Yes,No,No
The List,Others,3.5,66.0,12.0,10000.0,Free,0.0,Everyone,No,No,No
Maps CU,FINANCE,3.5,256.0,28.0,10000.0,Free,0.0,Everyone,No,No,No
Google Maps - Navigate & Explore,Others,3.8,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,No,Yes
Camera FV-5 Lite,PHOTOGRAPHY,4.0,130081.0,56.0,10000000.0,Free,0.0,Everyone,No,No,No
Chenoweth AH,MEDICAL,5.0,1.0,27.0,100.0,Free,0.0,Everyone,No,No,No
Angry Birds Match 3,Others,4.5,312204.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Photo Frames,PHOTOGRAPHY,4.3,28578.0,23.0,10000000.0,Free,0.0,Everyone,Yes,No,No
The Great Wobo Escape Ep. 1,GAME,4.2,5449.0,20.0,500000.0,Free,0.0,Everyone 10+,No,Yes,No
Yu-Gi-Oh! Duel Links,Others,4.3,312204.0,270.0,19970000.0,Free,0.0,Teen,Yes,Yes,Yes
Hello Yogurt,Others,4.5,38399.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Survival Heroes - MOBA Battle Royale,Others,3.7,150701.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
CROSSFIRE: Warzone - Strategy War Game,Others,4.0,32499.0,270.0,1000000.0,Free,0.0,Teen,Yes,Yes,Yes
Zillow: Find Houses for Sale & Apartments for Rent,Others,4.5,312204.0,34.0,10000000.0,Free,0.0,Everyone,Yes,No,Yes
ColorFil - Adult Coloring Book,Others,4.1,58187.0,270.0,5000000.0,Free,0.0,Teen,Yes,Yes,Yes
Fr Agnel Pune,FAMILY,4.1,80.0,13.0,1000.0,Free,0.0,Everyone,Yes,No,No
CamScanner - Scanner to scan PDF,PRODUCTIVITY,4.7,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
AP Installer,TOOLS,4.5,23.0,0.283,5000.0,Free,0.0,Everyone,No,No,No
Hunt Buddy BC,SPORTS,4.4,172.0,49.0,5000.0,Paid,2.99,Everyone,No,No,No
Foods Co,Others,4.3,199.0,25.0,10000.0,Free,0.0,Everyone,No,No,No
100 Doors of Revenge,FAMILY,4.1,105766.0,48.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
CINEMA.BH,FAMILY,3.9,11.0,16.0,1000.0,Free,0.0,Everyone,No,No,No
iCam - Webcam Video Streaming,TOOLS,,770.0,24.0,10000.0,Paid,4.99,Everyone,No,No,No
Tech CU Mobile Banking,FINANCE,4.5,853.0,27.0,10000.0,Free,0.0,Everyone,No,No,No
Ag PhD Field Guide,BOOKS_AND_REFERENCE,4.1,114.0,63.0,10000.0,Free,0.0,Everyone,No,No,No
Smash Hit,GAME,4.5,312204.0,79.0,19970000.0,Free,0.0,Everyone,No,Yes,No
AZ PLAYER HD,TOOLS,3.2,24.0,47.0,10000.0,Free,0.0,Everyone,Yes,No,No
Howlr,Others,3.9,105.0,27.0,5000.0,Free,0.0,Mature 17+,No,No,No
Ramboat 2 - Run and Gun Offline FREE dash game,Others,4.3,30078.0,270.0,5000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
H Band,HEALTH_AND_FITNESS,4.0,214.0,89.0,10000.0,Free,0.0,Everyone,No,No,No
All Maths Formulas,BOOKS_AND_REFERENCE,4.4,2709.0,68.0,1000000.0,Free,0.0,Everyone,Yes,No,No
BM Pharmacy,HEALTH_AND_FITNESS,4.9,42.0,18.0,1000.0,Free,0.0,Everyone,No,No,No
Fresh News,Others,4.4,2207.0,98.0,100000.0,Free,0.0,Everyone,No,No,No
Dude Perfect 2,GAME,4.5,312204.0,70.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
Florida Lottery Results,Others,4.1,763.0,22.0,100000.0,Free,0.0,Everyone,Yes,No,No
Let's Learn Alif Ba Ta,FAMILY,4.6,32.0,60.0,10000.0,Free,0.0,Everyone,Yes,No,No
Comics Reader,Others,3.9,4496.0,0.609,100000.0,Free,0.0,Everyone,No,No,No
國道路況即時通 (高速公路即時影像/車速/路況),Others,4.6,7874.0,270.0,500000.0,Free,0.0,Everyone,Yes,No,Yes
Empire Warriors: Tower Defense TD Strategy Games,Others,4.4,115070.0,270.0,5000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
"Simple Habit: Meditation, Sleep",HEALTH_AND_FITNESS,4.7,,270.0,1000000.0,Free,0.0,Everyone,No,Yes,Yes
Picture Grid Builder,PHOTOGRAPHY,4.0,33439.0,39.0,5000000.0,Free,0.0,Everyone,Yes,No,No
BL 1-Click Camera - Free,PHOTOGRAPHY,3.5,52.0,18.0,10000.0,Free,0.0,Everyone,Yes,No,No
Mahjong,FAMILY,4.5,33983.0,22.0,5000000.0,Free,0.0,Everyone,Yes,No,No
SwiftScan - PDF Document Scanner,PRODUCTIVITY,4.4,53805.0,270.0,1000000.0,Free,0.0,Everyone,No,Yes,Yes
"100000+ Messages - DP, Status, Jokes & GIF 2018",LIFESTYLE,3.7,121.0,38.0,10000.0,Free,0.0,Mature 17+,Yes,No,No
Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,4.8,29551.0,67.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Rival Stars Horse Racing,SPORTS,4.5,149330.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029.0,43.0,1000000.0,Free,0.0,Everyone,Yes,No,No
家族アルバム wellnote 子供の写真や動画を整理、共有,Others,4.3,3085.0,270.0,500000.0,Free,0.0,Everyone,No,No,Yes
Patook - make platonic friends,Others,4.0,3677.0,50.0,100000.0,Free,0.0,Mature 17+,Yes,No,No
DMR BrandMeister Tool,COMMUNICATION,3.3,78.0,25.0,10000.0,Free,0.0,Everyone,No,No,No
CYANOGEN GO Launcher EX Theme,PERSONALIZATION,4.3,60298.0,13.0,5000000.0,Free,0.0,Everyone,No,No,No
Flights,Others,4.4,18039.0,31.0,1000000.0,Free,0.0,Everyone,No,No,No
Fitness & Bodybuilding,HEALTH_AND_FITNESS,,95201.0,61.0,5000000.0,Free,0.0,Everyone,Yes,Yes,No
Color Changer Pro [root],PERSONALIZATION,4.5,69.0,0.951,1000.0,Paid,0.99,Everyone,No,No,No
Sprig by CO-OP,FINANCE,2.9,,18.0,10000.0,Free,0.0,Everyone,No,No,No
Cloud DX Connected Health,HEALTH_AND_FITNESS,5.0,6.0,11.0,100.0,Free,0.0,Everyone,No,No,No
GoPlus Cam,Others,3.5,3484.0,41.0,500000.0,Free,0.0,Everyone,No,No,No
Dragon Heroes Tactics,Others,4.3,4882.0,270.0,100000.0,Free,0.0,Everyone,No,Yes,Yes
Farming Simulator 16,FAMILY,4.2,32812.0,14.0,500000.0,Paid,2.99,Everyone,Yes,Yes,No
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592.0,75.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Sya9a Maroc - FR,FAMILY,4.5,38.0,53.0,5000.0,Free,0.0,Everyone,Yes,No,No
N-Back,FAMILY,4.1,413.0,0.93,10000.0,Free,0.0,Everyone,No,No,No
Dialer theme Droid L,PERSONALIZATION,4.3,,28.0,100000.0,Free,0.0,Mature 17+,Yes,No,No
Signal Spy - Monitor Signal Strength & Data Usage,TOOLS,4.4,875.0,85.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
"Domain Real Estate & Property - Buy, rent or sell",Others,4.4,28124.0,270.0,1000000.0,Free,0.0,Everyone,Yes,No,Yes
Case Simulator Hero for CS:GO,FAMILY,4.3,14604.0,68.0,500000.0,Free,0.0,Teen,Yes,Yes,No
Nuke Em All,FAMILY,3.4,2714.0,52.0,500000.0,Free,0.0,Mature 17+,Yes,Yes,No
Furrion ES Control,Others,1.8,26.0,27.0,5000.0,Free,0.0,Everyone,No,No,No
Bubble Witch 3 Saga,GAME,4.7,312204.0,78.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
AP ENPS Mobile,PRODUCTIVITY,4.1,22.0,0.545,5000.0,Free,0.0,Everyone,No,No,No
Summer Pop,Others,4.1,12763.0,270.0,500000.0,Free,0.0,Everyone,Yes,Yes,Yes
"Lifesum - Diet Plan, Macro Calculator & Food Diary",HEALTH_AND_FITNESS,4.5,278785.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
To the Moon,Others,4.6,3940.0,270.0,50000.0,Paid,4.99,Everyone,No,No,Yes
Essential Resources,Others,4.6,237.0,0.085,50000.0,Free,0.0,Everyone,No,No,No
Maleficent Free Fall,FAMILY,4.4,312204.0,37.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
Company Kitchen,LIFESTYLE,2.8,81.0,77.0,10000.0,Free,0.0,Everyone,Yes,No,No
Tamago egg,GAME,3.0,49.0,71.0,5000.0,Free,0.0,Everyone,Yes,Yes,No
EH kontrollrakendus,TOOLS,3.4,43.0,23.0,5000.0,Free,0.0,Everyone,No,No,No
Best Buy,Others,4.4,186116.0,34.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Battle Result Predictor for CR,TOOLS,4.2,7063.0,17.0,1000000.0,Free,0.0,Everyone,Yes,No,No
EH!,LIFESTYLE,4.6,10.0,87.0,1000.0,Free,0.0,Everyone,No,Yes,No
K keyboard - Myanmar,TOOLS,4.8,1955.0,14.0,100000.0,Free,0.0,Everyone,Yes,No,No
Crime Wars S. Andreas,GAME,4.3,5785.0,93.0,500000.0,Free,0.0,Teen,Yes,No,No
Roland DG Mobile Panel,TOOLS,2.8,27.0,34.0,1000.0,Free,0.0,Everyone,No,No,No
BZ Conferencing,TOOLS,4.7,,29.0,1000.0,Free,0.0,Everyone,No,No,No
Prosperity,Others,5.0,16.0,23.0,100.0,Free,0.0,Everyone,No,No,No
Study Checker,Others,4.2,3816.0,26.0,500000.0,Free,0.0,Everyone,Yes,No,No
Discover Mobile,FINANCE,4.6,87951.0,68.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Dating.dk,Others,3.7,2111.0,11.0,100000.0,Free,0.0,Mature 17+,No,Yes,No
GollerCepte 1903,SPORTS,4.7,25172.0,30.0,500000.0,Free,0.0,Everyone,Yes,Yes,No
AO Surgery Reference,MEDICAL,4.7,2570.0,38.0,100000.0,Free,0.0,Everyone,No,No,No
Forgotten Hill: Puppeteer,GAME,4.5,2917.0,22.0,100000.0,Free,0.0,Teen,Yes,Yes,No
Asphalt Xtreme: Rally Racing,GAME,,312204.0,39.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
BZ Reminder PRO,BUSINESS,4.8,726.0,54.0,1000.0,Paid,3.99,Everyone,No,No,No
"EMI, FD, RD - Bank Calculator",FINANCE,4.7,42.0,35.0,5000.0,Free,0.0,Everyone,Yes,No,No
Dream League Soccer,SPORTS,4.5,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
CP RACING 2 FREE,FAMILY,4.0,4607.0,19.0,100000.0,Free,0.0,Everyone,Yes,No,No
Oxford A-Z of English Usage,BOOKS_AND_REFERENCE,4.0,5300.0,11.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
C BOOK-C PROGRAMS,FAMILY,4.8,138.0,21.0,10000.0,Free,0.0,Everyone,Yes,No,No
Deck Advisor for CR,TOOLS,4.1,37975.0,23.0,5000000.0,Free,0.0,Everyone,Yes,No,No
背包地圖：背包客棧旅遊景點地圖,Others,4.6,9163.0,270.0,100000.0,Free,0.0,Everyone,Yes,Yes,Yes
HPlus,HEALTH_AND_FITNESS,2.9,1786.0,59.0,100000.0,Free,0.0,Everyone,No,No,No
Knife Hit,GAME,4.5,312204.0,60.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
All Email Providers,COMMUNICATION,4.1,20901.0,73.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Looper!,GAME,4.6,48256.0,62.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Slidey®: Block Puzzle,Others,4.4,61985.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
AE Order,TOOLS,4.1,19.0,0.317,1000.0,Free,0.0,Everyone,No,No,No
飛比價格 - 購物拍賣比價找便宜必備小幫手 - Feebee,Others,4.6,21571.0,270.0,1000000.0,Free,0.0,Everyone,Yes,No,Yes
AZ Screen Recorder pro,TOOLS,4.0,60.0,37.0,5000.0,Free,0.0,Everyone,Yes,No,No
Range Master: Sniper Academy,SPORTS,4.1,91935.0,39.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
Zowi App,FAMILY,4.5,516.0,21.0,50000.0,Free,0.0,Everyone,No,No,No
Wrestling Revolution 3D,SPORTS,4.3,312204.0,51.0,19970000.0,Free,0.0,Teen,Yes,Yes,No
Glympse - Share GPS location,Others,4.2,112094.0,270.0,5000000.0,Free,0.0,Everyone,No,No,Yes
Da Fit,SPORTS,3.5,1151.0,83.0,10000.0,Free,0.0,Everyone,No,No,No
CR-V Service Manual,Others,4.2,12.0,88.0,500.0,Free,0.0,Everyone,Yes,No,No
AK Math Coach,FAMILY,3.6,283.0,18.0,50000.0,Free,0.0,Everyone,Yes,No,No
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150.0,20.0,500000.0,Free,0.0,Everyone,Yes,No,No
First Tech Federal CU,FINANCE,4.3,4290.0,24.0,50000.0,Free,0.0,Everyone,No,No,No
Parole Croce,Others,4.4,12450.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
ぴよ将棋 - ４０レベルで初心者から高段者まで楽しめる・無料の高機能将棋アプリ,Others,4.5,11363.0,270.0,500000.0,Free,0.0,Everyone,Yes,No,Yes
Journi Blog - Travel Journal & Diary,PHOTOGRAPHY,4.4,3425.0,270.0,100000.0,Free,0.0,Teen,No,Yes,Yes
Web Browser ( Fast & Secure Web Explorer),Others,4.4,2508.0,60.0,500000.0,Free,0.0,Everyone,Yes,No,No
WarFriends: PvP Shooter Game,Others,4.3,132920.0,270.0,1000000.0,Free,0.0,Teen,Yes,Yes,Yes
Bank Of Cyprus,FINANCE,4.1,1514.0,12.0,100000.0,Free,0.0,Everyone,No,No,No
Name Art Photo Editor - Focus n Filters,Others,4.4,8788.0,12.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Casa de Bolsa Bx+ Móvil,FINANCE,3.4,5.0,88.0,500.0,Free,0.0,Everyone,No,No,No
Nick Jr. - Shows & Games,Others,4.2,8968.0,35.0,1000000.0,Free,0.0,Everyone,No,No,No
BombSquad Remote,GAME,4.1,13304.0,13.0,1000000.0,Free,0.0,Everyone,No,No,No
All Social Networks,Others,,22492.0,15.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Where's My Water?,FAMILY,4.7,188740.0,69.0,1000000.0,Paid,1.99,Everyone,Yes,Yes,No
EZ Pass,TOOLS,2.5,15.0,0.228,5000.0,Free,0.0,Everyone,No,No,No
FC Red Bull Salzburg App,SPORTS,4.5,1526.0,89.0,50000.0,Free,0.0,Everyone,No,No,No
Ao Oni2,GAME,4.1,21223.0,48.0,1000000.0,Free,0.0,Teen,Yes,Yes,No
MelifeCam-M,Others,3.5,81.0,22.0,10000.0,Free,0.0,Everyone,No,No,No
MangoPlate - Restaurant Search,Others,4.0,5143.0,270.0,1000000.0,Free,0.0,Teen,Yes,No,Yes
R Programing Offline Tutorial,BOOKS_AND_REFERENCE,5.0,4.0,39.0,1000.0,Free,0.0,Everyone,Yes,No,No
CP Dialer,Others,4.3,64.0,33.0,50000.0,Free,0.0,Teen,No,No,No
CE on the go,TOOLS,4.4,79.0,37.0,10000.0,Free,0.0,Everyone,No,No,No
Sky Streaker - Gumball,GAME,,37513.0,31.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Bubble,TOOLS,4.5,31621.0,0.208,5000000.0,Free,0.0,Everyone,No,No,No
FRAMED 2,Others,4.3,1302.0,270.0,50000.0,Paid,4.99,Teen,No,No,Yes
Stickman Legends: Shadow Offline Fighting Games DB,Others,4.4,312204.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
Inventory & Barcode scanner & WIFI scanner,PRODUCTIVITY,4.6,1880.0,18.0,50000.0,Paid,1.49,Everyone,No,No,No
AC REMOTE UNIVERSAL-PRO,FAMILY,1.6,402.0,17.0,100000.0,Free,0.0,Everyone,Yes,No,No
Blur Image Background,PHOTOGRAPHY,3.9,129272.0,11.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Smart Wi-Fi Hotspot PRO,COMMUNICATION,3.7,197.0,0.957,10000.0,Paid,2.99,Everyone,No,No,No
FD VR - Virtual App Launcher,Others,4.1,1463.0,74.0,100000.0,Free,0.0,Everyone,No,No,No
Google Ads,BUSINESS,4.3,29313.0,20.0,5000000.0,Free,0.0,Everyone,No,No,No
FiSwitch,TOOLS,4.8,615.0,20.0,10000.0,Paid,1.99,Everyone,No,No,No
Wordscapes,GAME,4.8,230710.0,87.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
My Little Pony: Harmony Quest,FAMILY,4.1,148295.0,26.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
Transenger – Ts Dating and Chat for Free,Others,3.6,8.0,14.0,1000.0,Free,0.0,Mature 17+,Yes,No,No
Lufthansa,Others,3.6,14544.0,43.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Checkers,GAME,4.5,312204.0,33.0,10000000.0,Free,0.0,Everyone,Yes,No,No
TerraGenesis - Space Settlers,Others,4.0,260294.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Order & Chaos 2: 3D MMO RPG,FAMILY,4.1,242722.0,54.0,10000000.0,Free,0.0,Teen,No,Yes,No
Learn alif ba ta,FAMILY,,23.0,35.0,10000.0,Free,0.0,Everyone,Yes,Yes,No
CP Plus Showcase,BUSINESS,4.3,236.0,70.0,50000.0,Free,0.0,Everyone,No,No,No
Squadron - Bullet Hell Shooter,GAME,4.2,177542.0,40.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Pedi STAT,MEDICAL,4.6,,29.0,10000.0,Paid,5.49,Everyone,No,No,No
J-Novel Club,FAMILY,3.3,162.0,90.0,10000.0,Free,0.0,Teen,No,No,No
Yoga | Down Dog,HEALTH_AND_FITNESS,4.9,196842.0,270.0,5000000.0,Free,0.0,Teen,No,Yes,Yes
D.L. Evans Bank Mobile Banking,FINANCE,4.3,85.0,30.0,10000.0,Free,0.0,Everyone,No,No,No
EU Mobile Money Partenaire Commercial,FINANCE,4.3,70.0,39.0,10000.0,Free,0.0,Everyone,No,No,No
Tennis News and Scores,SPORTS,4.3,101.0,39.0,10000.0,Free,0.0,Everyone,Yes,No,No
"KAYAK - Flights, Hotels & Car Rental",Others,4.5,244228.0,270.0,10000000.0,Free,0.0,Everyone,Yes,No,Yes
Identity V,GAME,4.2,109263.0,38.0,1000000.0,Free,0.0,Teen,No,Yes,No
My Little Terrarium - Garden Idle,Others,4.4,33478.0,270.0,500000.0,Free,0.0,Everyone,Yes,Yes,Yes
Kids Balloon Pop Game Free 🎈,FAMILY,4.1,38021.0,19.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
E! News,Others,4.0,15443.0,25.0,1000000.0,Free,0.0,Teen,Yes,No,No
Robin - AI Voice Assistant,Others,4.2,55313.0,16.0,1000000.0,Free,0.0,Everyone,No,No,No
Super Jabber Jump,GAME,4.3,85882.0,23.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
EP Chain Reaction,FAMILY,3.9,249.0,21.0,10000.0,Free,0.0,Everyone,No,Yes,No
OnePlus Gallery,Others,3.8,5555.0,64.0,1000000.0,Free,0.0,Everyone,No,No,No
あなカレ【BL】無料ゲーム,FAMILY,4.7,6073.0,85.0,100000.0,Free,0.0,Mature 17+,No,Yes,No
Beat Blade: Dash Dance,Others,4.2,312204.0,270.0,10000000.0,Free,0.0,Mature 17+,Yes,Yes,Yes
Draw Color by Number - Sandbox Pixel Art,FAMILY,4.7,34279.0,24.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Guns'n'Glory Premium,FAMILY,4.4,3570.0,21.0,100000.0,Paid,2.99,Everyone 10+,Yes,Yes,No
Trivia Crack,GAME,,312204.0,95.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
Learn Music Notes,FAMILY,4.7,143.0,44.0,1000.0,Paid,1.99,Everyone,No,No,No
I am innocent 🔎 Crime investigation Mystery games,Others,4.1,312204.0,270.0,5000000.0,Free,0.0,Teen,Yes,Yes,Yes
Debonairs Pizza,Others,3.8,3320.0,84.0,500000.0,Free,0.0,Everyone,No,No,No
McClatchy DC Bureau,Others,4.3,80.0,87.0,5000.0,Free,0.0,Everyone 10+,Yes,Yes,No
Hill Climb Racing,GAME,4.4,312204.0,63.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
Sync for reddit,Others,4.6,62740.0,86.0,500000.0,Free,0.0,Mature 17+,Yes,Yes,No
Vegas Crime Simulator,FAMILY,4.2,312204.0,99.0,19970000.0,Free,0.0,Teen,Yes,Yes,No
Hacker's Keyboard,PRODUCTIVITY,4.4,41418.0,12.0,1000000.0,Free,0.0,Everyone,No,No,No
pixiv,Others,4.2,86956.0,24.0,1000000.0,Free,0.0,Mature 17+,Yes,Yes,Yes
BP Log lite,LIFESTYLE,5.0,3.0,15.0,100.0,Free,0.0,Everyone,No,No,No
Video Status,Others,,6685.0,40.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Archero,Others,4.4,312204.0,270.0,19970000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
KFC CZ,LIFESTYLE,2.8,1189.0,18.0,100000.0,Free,0.0,Everyone,No,No,No
FR Roster,TOOLS,4.1,174.0,12.0,5000.0,Free,0.0,Everyone,No,Yes,No
DF Night Selfies,PHOTOGRAPHY,4.3,194.0,15.0,10000.0,Free,0.0,Everyone,Yes,No,No
Police Field Interview FI Card,PRODUCTIVITY,4.5,112.0,24.0,1000.0,Paid,7.99,Everyone,No,No,No
Snapp,Others,4.5,37937.0,25.0,1000000.0,Free,0.0,Everyone,No,No,No
BW-DGS plugin,GAME,4.5,70.0,0.691,1000.0,Free,0.0,Everyone,No,No,No
Fuel Rewards® program,LIFESTYLE,4.6,32433.0,46.0,1000000.0,Free,0.0,Everyone,Yes,No,No
iTooch Mathématiques CP,FAMILY,4.3,1018.0,35.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
"Pocket Plants - Idle Garden, Grow Plant Games",Others,4.5,33369.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Photo frame,PHOTOGRAPHY,4.5,859.0,21.0,100000.0,Free,0.0,Everyone,Yes,No,No
Monitor Your Weight,HEALTH_AND_FITNESS,4.5,126017.0,43.0,5000000.0,Free,0.0,Everyone,Yes,Yes,No
Advanced EX for RENAULT,TOOLS,2.8,130.0,0.143,5000.0,Paid,4.99,Everyone,No,No,No
Crazy Colors: Bubbles Matching,FAMILY,4.6,3063.0,16.0,100000.0,Free,0.0,Everyone,No,No,No
Tiles Hop: EDM Rush!,Others,4.3,312204.0,270.0,19970000.0,Free,0.0,Teen,Yes,Yes,Yes
Advanced EX for KIA,TOOLS,3.3,257.0,0.16,5000.0,Paid,4.99,Everyone,No,No,No
V380s,Others,3.2,1919.0,81.0,500000.0,Free,0.0,Everyone,Yes,No,No
Real Racing 3,FAMILY,4.5,312204.0,71.0,10000000.0,Free,0.0,Everyone,No,Yes,No
Chest Simulator for Clash Royale,FAMILY,4.4,4756.0,33.0,100000.0,Free,0.0,Everyone,Yes,No,No
Tasty Town - Cooking & Restaurant Game 🍔🍟,Others,4.3,73070.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Rolly Vortex,GAME,4.4,98123.0,40.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
Gems or jewels ?,GAME,4.7,171448.0,13.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
HTC Transfer Tool,TOOLS,4.3,40907.0,26.0,5000000.0,Free,0.0,Everyone,No,No,No
Five Nights at Freddy's 4,GAME,,21266.0,45.0,100000.0,Paid,2.99,Teen,No,No,No
Advanced EX for FIAT,TOOLS,3.5,138.0,0.141,5000.0,Paid,4.99,Everyone,No,No,No
M+,Others,4.9,198.0,91.0,10000.0,Free,0.0,Everyone,No,No,No
Hole.io,GAME,4.2,,85.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
Wi-Fi Visualizer,TOOLS,3.9,132.0,26.0,50000.0,Free,0.0,Everyone,Yes,No,No
Servers Ultimate Pack B,TOOLS,4.3,668.0,13.0,50000.0,Free,0.0,Everyone,No,No,No
Free WiFi Connect,COMMUNICATION,3.9,167229.0,97.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Baseball Boy!,GAME,3.4,148177.0,78.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
English with Lingualeo,Others,4.7,254519.0,27.0,5000000.0,Free,0.0,Everyone,No,Yes,No
DS router,TOOLS,3.8,253.0,15.0,50000.0,Free,0.0,Everyone,No,No,No
Fortune Quest: Savior,FAMILY,3.6,135.0,75.0,10000.0,Free,0.0,Everyone 10+,Yes,Yes,No
Recipe Keeper,Others,4.4,1962.0,22.0,100000.0,Free,0.0,Everyone,No,Yes,No
S Pen Keeper,TOOLS,3.8,560.0,0.314,50000.0,Free,0.0,Everyone,No,Yes,No
ESPN,SPORTS,3.9,312204.0,270.0,19970000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
Smashy Road: Arena,GAME,4.3,45558.0,53.0,5000000.0,Free,0.0,Everyone 10+,Yes,Yes,No
The Birdcage,Others,,15977.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Assassin's Creed Identity,GAME,3.7,42529.0,92.0,500000.0,Paid,1.99,Teen,Yes,Yes,No
The Room Three,Others,4.9,101411.0,270.0,500000.0,Paid,3.99,Everyone,No,No,Yes
Love Nikki-Dress UP Queen,GAME,4.4,212524.0,93.0,5000000.0,Free,0.0,Everyone,No,Yes,No
Lazy Dogs,Others,4.3,5134.0,270.0,100000.0,Free,0.0,Everyone,Yes,Yes,Yes
